name,category_code,short_description,status,founded_year,funding_rounds,funding_total_usd,country_code,cluster,x,y,traction_score
Red Blue Voice,software,Red Blue Voice is a social network providing users withtools to broadcast their social and political messages.,operating,2011.0,1,25000.0,USA,2,-0.17879659,-0.16126958,46.8
Informaat,consulting,Informaatprovidesdesign solutions and consultancy services for the digital market.,operating,,1,0.0,NLD,1,-0.007065363,0.24627268,22.0
DeskActive,health,DeskActive is ergonomic software that connects employees with physical activity via technology and offers ongoing health advice.,operating,2006.0,1,400000.0,USA,0,0.116144285,-0.19297358,47.8
ProPlan,software,"ProPlan is a web-based platform providing building owners, managers and operators with tools to manage their properties.",operating,2009.0,1,250000.0,USA,3,-0.043559216,0.086946204,49.3
TechPubs Global,other,"TechPubs is a PTC Platinum Partner in the global airline industry, specializing in aviation Technical Documentation Management (TDM).",operating,,2,1427250.0,USA,3,0.13300204,0.077393696,49.2
MiracleCord,biotech,"MiracleCord develops cutting?edge research into consumer products, and provides education on the value of cord blood and tissue stem cells.",operating,1997.0,1,200000.0,USA,0,0.32164812,-0.085382074,39.3
pyco,social,"PYCO creates privacy-sound and automated services, making it easy for marketers to understand customers expectations.",operating,,1,345000.0,USA,5,-0.07822607,0.046798345,44.7
Physicians Endoscopy,biotech,Physicians Endoscopy (PE) develops and manages endoscopic ambulatory surgery centers.,operating,,2,1250000.0,USA,0,0.36309218,0.0004432057,49.0
Leverage Software,software,Leverage Software develops enterprise-ready social networks that enhance the knowledge and expertise of employees in an organization.,acquired,2003.0,1,6000000.0,USA,1,-0.124000095,0.122486025,48.2
NEMO Equipment,other,"NEMO Equipment designs and manufactures outdoor equipment, tents and shelters.",operating,2002.0,1,3500000.0,USA,3,0.18601066,0.09876521,48.4
AltaVitas,health,"AltaVitas provides pediatricians with secure, contemporary information to improve the health and well-being of children.",operating,2011.0,1,387996.0,USA,0,0.17558038,-0.119552195,51.7
NexImmune,biotech,NexImmune isa biopharmaceutical company developing novel immuno-therapeutics based on the proprietary artificial immune technology.,operating,2011.0,1,1000.0,USA,0,0.35423267,-0.09874614,41.1
Gold Capital,manufacturing,Gold Capital offers products for rent with the option of allowing rentees to own the product at maturity.,operating,2009.0,1,1143200.0,USA,5,0.019724682,0.29674855,52.0
EcoArk,cleantech,EcoArk provides sustainability service and other supply chain management software solutions.,operating,2011.0,1,912500.0,USA,1,0.09074569,0.35350105,53.2
Nu-Tech Foods,hospitality,Nu-Tech Foods develops and manufactures desserts.,operating,2010.0,2,1162500.0,USA,3,0.24756044,0.117993146,54.9
Vertical Point Solutions,software,Vertical Point offers services such as organizing corporate content and improving legal process management.,operating,2011.0,1,710710.0,USA,1,-0.000538595,0.16469167,52.8
Solidagex,biotech,"Solidagex produces extracts from the goldenrod plant for use as bio-active ingredients in the nutrition, cosmetics and Ag-bio industries.",operating,2011.0,1,100000.0,USA,0,0.3141338,0.07487798,49.3
Noxilizer,hospitality,"Noxilizer provides room temperature NO2-based sterilization technology for the medical device, pharmaceutical and hospital industries.",operating,2004.0,1,0.0,USA,0,0.4025164,-0.11878362,23.2
Vecast,web,"Vecastengages in designing, developing, and manufacturing digital TV-related products and operation services.",operating,,1,6000000.0,USA,3,0.04111596,0.101056665,49.8
Specialty Physicians Surgicenter of Kansas City,medical,"Surgicenter of Kansas City provides ambulatory surgical care in the Midwest, as well as general surgery and other services.",operating,1978.0,1,1553266.0,USA,0,0.29851887,0.003885768,27.8
MUV Interactive,hardware,MUV Interactive designs and develops technology solutions for human interaction with any displayed media source.,operating,2011.0,1,1000000.0,ISR,2,-0.0697545,-0.21088019,53.4
Protagenic Therapeutics,biotech,Protagenic Therapeutics is a biotechnology company focusing ondeveloping natural human brain hormones to treat mood disorders.,operating,2004.0,2,1017789.0,USA,0,0.42704663,-0.0747765,49.8
DxTerity,biotech,"DxTerityfocuses on simplifying genomic testing, facilitating quantitative analysis of genomic bio-markers.",operating,2006.0,2,3385000.0,USA,0,0.26503137,-0.09139393,53.6
Specialty Surgical Center,health,Specialty Surgical Center of Columbus is an ambulatory surgery center with x-ray and imaging services available on-site.,operating,2008.0,1,4500000.0,USA,0,0.28988114,0.019768784,53.7
Perfect Memory,education,"Perfect Memorydevelops and commercializes a middle-ware platform for storing, protecting, managing and navigating audio-visual content.",operating,,1,600000.0,FRA,1,-0.04651933,-0.16988796,45.7
MSA Management,health,"MSA Management is involved in the initiation, development and management of physician-owned surgical centers.",operating,2008.0,1,4500000.0,USA,0,0.31376725,0.046896763,53.7
LTN Global Communications,software,LTN provides IP-based video transport solutions focusing on the quality and reliability of videos delivered over the Internet.,operating,2007.0,1,2518753.0,USA,4,-0.13990563,-0.1900072,51.8
eDabba,fashion,"Edabba is an online shopping platform offering a wide range of productssuch aselectronics, jewellery, gaming gadgets and movies.",operating,2011.0,2,2000000.0,IND,5,-0.031911515,0.11986005,56.6
monEchelle,ecommerce,monEchelle is a French-based online marketting platformfor buying do-it-yourself gardening products.,operating,2013.0,1,0.0,FRA,5,0.018065967,0.20941709,30.4
Intale,analytics,intale provides sales analysis and market insight advisory services for retail businesses.,operating,2010.0,1,450000.0,,5,0.026042618,0.3147227,51.2
Sportboom,ecommerce,Sportboom is a platform where sports facilities offer tickets for sport activities.,operating,2010.0,1,0.0,ITA,2,-0.09926169,-0.13054223,28.0
Endurance Lending Network,finance,Endurance Lending Network is a web-based lender for small and medium businesses in the United States.,acquired,2011.0,1,1500000.0,USA,5,-0.05291187,0.2184096,52.1
ShadowdCat Consulting,hardware,"ShadowdCat Consulting develops AnonoBot,an opensource privacy oriented router.",operating,2010.0,1,0.0,CAN,4,-0.1007287,-0.05708253,28.0
Typeform,software,Typeform is a cloud-based application for users to create and respond to surveys and other types of forms on any device.,operating,2012.0,1,707630.0,ESP,4,-0.04207977,-0.13227344,53.6
Promoter.io,software,"Promoter.io helps companies find strategic and actionable insights through their Net Promoter system, which analyzes customer experience.",operating,2013.0,1,179000.0,USA,1,-0.011406906,0.23575303,51.9
Coral8,software,Coral8 is aprovider ofevent processing software for independent software vendors and original equipment manufacturers.,acquired,2003.0,0,0.0,USA,1,0.10965888,0.0040206816,18.4
Aleri,software,Aleri is a provider of enterprise-class complex event processing technology and CEP-based solutions.,acquired,1999.0,0,0.0,USA,1,0.19949603,0.07238483,15.2
Set.fm,music,Set.fm is an application that allows musicians to record and sell their recordings online.,operating,2011.0,2,1249970.0,USA,2,-0.08187356,-0.08691661,55.8
HoozOn,software,"HoozOn analyzes the business landscape, identifies opportunities, generates a digital strategy, and creates digital assets for its clients.",operating,2010.0,3,2624622.0,USA,1,-0.095352046,0.14164421,58.3
Bergey's,automotive,Bergey's provides marketing and distribution ofautomotive products and services.,operating,1924.0,2,2650681.0,USA,5,0.026980266,0.29388282,-12.5
Zimplistic,hardware,"Zimplistic is a Singapore-based appliance design company that invented the flat bread maker, Rotimatic.",operating,2008.0,2,3500000.0,SGP,3,0.11684407,0.04000124,55.2
Skanray Technologies,manufacturing,Skanray Technologies is a medical equipment manufacturing company specializing inx-ray imaging systems and critical care devices.,operating,,1,14750000.0,IND,3,0.24472478,-0.05477496,51.4
"AutoWeb, Inc.",advertising,AutoWeb is a premium pay-per-click marketing network for automotive dealers and manufacturers.,operating,2013.0,1,2500000.0,USA,5,-0.14484367,0.19219619,56.6
BBL Enterprises,software,BBL Enterprises provides protection and indemnity products for online poker tournament players worldwide.,operating,2011.0,1,1040000.0,USA,5,-0.015010856,0.25209865,53.5
NOVASYS MEDICAL,medical,"Novasys Medical offers Novasys Micro-remodeling System, designed to treat female stress urinary incontinence (SUI).",operating,,1,2802212.0,USA,0,0.36656648,-0.09084308,48.4
Accipiter Radar,other,Accipiter Radar provides radar information networks that track small uncooperative targets.,operating,1994.0,1,4700000.0,USA,1,0.05361247,-0.055147547,42.6
Colibri Heart Valve,medical,Colibri Heart Valve is a medical device company researching and developing novel heart valve technologies.,operating,,1,4905000.0,USA,0,0.27813348,-0.007404193,49.4
VTM,biotech,"VTM provides virtual teller management systems to integrate hardware, software and network services in processing transactions virtually.",operating,2010.0,1,2015130.0,USA,1,0.012566648,0.031328645,53.8
TinyCircuits,hardware,TinyCircuits is an open source hardware company specializing in designing and manufacturing very small electronics.,operating,,1,110000.0,USA,3,0.099707544,0.10815127,42.7
Image Insight,software,"Image Insight develops software products for radiation detection, including Gamma-Video and Gamma-phone.",operating,2010.0,1,40000.0,USA,1,0.16377592,-0.24863435,46.9
DotNetNuke,software,CoolSim isan advanced CFD-based tool available for optimizing energy consumption in data centers.,operating,2008.0,1,109999.0,USA,1,0.14013197,0.11343922,47.1
ReadWorks,education,ReadWorks offers classroom-proven lessons and online training to help K-6 teachers teach reading and comprehension skills and strategies.,operating,1991.0,1,100000.0,USA,2,0.026107304,0.004091265,33.3
Asantae,health,Avidus Management Group produces and markets nutritional products internationally through direct and network marketing channels.,operating,2009.0,2,1946775.0,USA,3,0.1273461,0.17215112,55.0
Easycause,software,easycause creates and manages an e-shopping and donation experience that enable nonprofit organizationsto increase their donations.,operating,2011.0,1,150000.0,USA,5,-0.15146008,0.19586791,50.0
X BODY,biotech,X-BODY is a biotechnology company that discovers and develops compounds against targets in oncology and ophthalmology.,operating,2008.0,1,4140000.0,USA,0,0.38515455,-0.09253533,53.5
Triton Algae Innovations,biotech,"Triton Health and Nutrition is the developer of PhycoLogix, a synthetic biology platform for the production of high value proteins in algae.",operating,,1,5000000.0,USA,0,0.26959625,-0.12836425,49.5
Pathogen Systems,biotech,Pathogen Systems offers an automated desktop testing unit for detecting E.coli and total coliform bacteria for water testing applications.,operating,2003.0,2,1905000.0,USA,0,0.31517184,-0.05517677,50.1
Telogis,software,Telogis provides a cloud-based location intelligence platform that develops location-based software to manage mobile resources.,operating,2001.0,1,93000000.0,USA,4,-0.17757437,-0.16527085,53.5
Owl biomedical,biotech,Owl biomedical develops microchip-based disposable cell sorting technology.,operating,2010.0,1,3000000.0,USA,0,0.36041933,-0.12904172,54.6
Apps4Pro,mobile,Apps4pro is a mobile application developing company that enables organizations to save and access their business data anywhere.,operating,2012.0,1,200000.0,FRA,4,-0.086929806,-0.16606668,51.3
Dormify,ecommerce,Dormify manufactures design accents for dorm rooms in the U.S.,operating,2011.0,1,775000.0,USA,3,0.16564304,0.10831144,52.9
Community Veterinary Partners,biotech,Community Veterinary Partners co-owns and manages hospitals with veterinarian owners to create a long-term and sustainable practice.,operating,2009.0,1,1131134.0,USA,0,0.31213632,0.13238296,52.0
Botanic Innovations,biotech,"Botanic Innovations produces oils, nutri powders and other derivatives from non-GMO fruits, vegetables, grains and herb seeds.",operating,,2,2290002.0,USA,3,0.27084458,0.11483366,50.1
